iter	Passed	Remaining
1660	107549	216198
1661	107617	216141
1662	107676	216066
1663	107743	216005
1664	107800	215924
1665	107869	215867
1666	107933	215802
1667	107994	215729
1668	108060	215667
1669	108124	215601
1670	108189	215537
1671	108265	215494
1672	108339	215449
1673	108417	215410
1674	108487	215355
1675	108572	215331
1676	108647	215285
1677	108721	215240
1678	108791	215185
1679	108856	215121
1680	108921	215056
1681	108988	214995
1682	109057	214939
1683	109121	214873
1684	109186	214808
1685	109245	214732
1686	109314	214676
1687	109391	214635
1688	109464	214587
1689	109540	214543
1690	109608	214485
1691	109684	214441
1692	109767	214413
1693	109840	214364
1694	109908	214305
1695	109979	214252
1696	110047	214194
1697	110120	214144
1698	110189	214087
1699	110258	214031
1700	110314	213948
1701	110384	213894
1702	110454	213839
1703	110528	213792
1704	110604	213748
1705	110677	213699
1706	110755	213660
1707	110826	213607
1708	110891	213542
1709	110955	213474
1710	111021	213412
1711	111097	213368
1712	111161	213302
1713	111226	213237
1714	111296	213183
1715	111360	213117
1716	111432	213065
1717	111502	213010
1718	111570	212951
1719	111629	212874
1720	111695	212811
1721	111768	212761
1722	111840	212710
1723	111916	212666
1724	111993	212626
1725	112070	212583
1726	112143	212534
1727	112218	212488
1728	112290	212435
1729	112354	212370
1730	112425	212316
1731	112494	212259
1732	112566	212206
1733	112637	212153
1734	112708	212100
1735	112777	212041
1736	112842	211977
1737	112912	211921
1738	112976	211854
1739	113039	211786
1740	113098	211711
1741	113167	211653
1742	113239	211601
1743	113314	211555
1744	113378	211489
1745	113444	211425
1746	113507	211355
1747	113575	211296
1748	113649	211249
1749	113723	211200
1750	113798	211154
1751	113884	211128
1752	113962	211087
1753	114035	211037
1754	114101	210973
1755	114165	210907
1756	114232	210846
1757	114299	210784
1758	114371	210731
1759	114446	210686
1760	114525	210645
1761	114592	210583
1762	114667	210537
1763	114743	210493
1764	114813	210438
1765	114879	210373
1766	114949	210317
1767	115023	210270
1768	115095	210216
1769	115172	210172
1770	115242	210117
1771	115305	210049
1772	115373	209988
1773	115447	209940
1774	115519	209888
1775	115583	209820
1776	115649	209757
1777	115720	209702
1778	115795	209655
1779	115865	209598
1780	115936	209545
1781	116010	209495
1782	116081	209441
1783	116147	209377
1784	116213	209315
1785	116284	209260
1786	116361	209215
1787	116422	209143
1788	116483	209070
1789	116546	209001
1790	116615	208945
1791	116683	208884
1792	116752	208826
1793	116816	208759
1794	116875	208682
1795	116939	208615
1796	117010	208561
1797	117079	208502
1798	117144	208438
1799	117223	208398
1800	117291	208337
1801	117356	208271
1802	117424	208211
1803	117496	208159
1804	117573	208114
1805	117647	208065
1806	117728	208027
1807	117798	207971
1808	117874	207924
1809	117940	207861
1810	118012	207808
1811	118090	207766
1812	118167	207722
1813	118236	207662
1814	118300	207595
1815	118372	207542
1816	118443	207487
1817	118532	207464
1818	118603	207409
1819	118680	207364
1820	118754	207315
1821	118822	207254
1822	118894	207201
1823	118968	207151
1824	119054	207122
1825	119139	207090
1826	119220	207053
1827	119300	207013
1828	119373	206961
1829	119442	206903
1830	119511	206844
1831	119577	206781
1832	119644	206718
1833	119718	206668
1834	119780	206596
1835	119847	206534
1836	119912	206468
1837	119977	206403
1838	120053	206355
1839	120119	206292
1840	120193	206241
1841	120254	206169
1842	120316	206098
1843	120372	206017
1844	120439	205955
1845	120508	205896
1846	120589	205857
1847	120662	205805
1848	120728	205740
1849	120792	205674
1850	120857	205608
1851	120933	205560
1852	121007	205509
1853	121065	205433
1854	121136	205377
1855	121213	205331
1856	121286	205279
1857	121327	205172
1858	121398	205117
1859	121468	205059
1860	121541	205007
1861	121619	204963
1862	121704	204932
1863	121780	204883
1864	121859	204841
1865	121942	204805
1866	122045	204802
1867	122165	204830
1868	122293	204868
1869	122378	204837
1870	122462	204802
1871	122546	204768
1872	122642	204752
1873	122709	204690
1874	122786	204644
1875	122872	204612
1876	122954	204575
1877	123027	204520
1878	123092	204455
1879	123160	204393
1880	123232	204338
1881	123305	204286
1882	123382	204240
1883	123452	204181
1884	123517	204115
1885	123591	204063
1886	123618	203935
1887	123686	203873
1888	123756	203814
1889	123828	203759
1890	123898	203701
1891	123979	203661
1892	124050	203604
1893	124120	203546
1894	124188	203485
1895	124250	203413
1896	124318	203352
1897	124392	203301
1898	124412	203160
1899	124484	203105
1900	124555	203050
1901	124619	202981
1902	124686	202917
1903	124748	202848
1904	124815	202783
1905	124878	202714
1906	124943	202648
1907	125013	202589
1908	125079	202524
1909	125145	202461
1910	125216	202404
1911	125240	202271
1912	125311	202214
1913	125366	202131
1914	125433	202069
1915	125507	202016
1916	125526	201877
1917	125591	201810
1918	125665	201759
1919	125732	201695
1920	125800	201634
1921	125871	201577
1922	125942	201520
1923	126008	201455
1924	126078	201397
1925	126086	201240
1926	126152	201176
1927	126212	201101
1928	126275	201032
1929	126301	200903
1930	126355	200820
1931	126423	200759
1932	126486	200690
1933	126561	200640
1934	126627	200575
1935	126691	200507
1936	126758	200444
1937	126819	200372
1938	126885	200307
1939	126953	200246
1940	127018	200180
1941	127080	200108
1942	127147	200045
1943	127213	199981
1944	127281	199919
1945	127301	199783
1946	127367	199719
1947	127431	199651
1948	127493	199580
1949	127563	199522
1950	127578	199377
1951	127642	199310
1952	127660	199171
1953	127728	199109
1954	127793	199043
1955	127864	198986
1956	127931	198924
1957	128005	198873
1958	128073	198811
1959	128155	198772
1960	128221	198707
1961	128299	198661
1962	128386	198629
1963	128422	198518
1964	128446	198389
1965	128513	198326
1966	128575	198256
1967	128634	198181
1968	128696	198109
1969	128760	198042
1970	128831	197985
1971	128891	197913
1972	128956	197846
1973	128969	197701
1974	129028	197626
1975	129040	197479
1976	129099	197404
1977	129169	197346
1978	129242	197293
1979	129311	197232
1980	129378	197169
1981	129447	197110
1982	129462	196967
1983	129532	196910
1984	129602	196851
1985	129691	196823
1986	129770	196778
1987	129850	196734
1988	129926	196686
1989	129990	196618
1990	130046	196539
1991	130112	196475
1992	130177	196408
1993	130246	196349
1994	130314	196287
1995	130379	196222
1996	130438	196147
1997	130502	196080
1998	130572	196022
1999	130639	195959
2000	130663	195831
2001	130727	195764
2002	130794	195701
2003	130857	195633
2004	130929	195577
2005	130967	195471
2006	131030	195403
2007	131096	195339
2008	131167	195282
2009	131241	195230
2010	131313	195174
2011	131382	195114
2012	131419	195007
2013	131487	194946
2014	131559	194891
2015	131619	194818
2016	131682	194748
2017	131747	194683
2018	131819	194627
2019	131848	194508
2020	131919	194451
2021	131989	194393
2022	132051	194324
2023	132117	194259
2024	132176	194185
2025	132240	194118
2026	132306	194053
2027	132322	193916
2028	132346	193791
2029	132406	193718
2030	132475	193658
2031	132545	193599
2032	132575	193482
2033	132615	193381
2034	132673	193305
2035	132731	193229
2036	132795	193163
2037	132834	193059
2038	132898	192992
2039	132910	192850
2040	132947	192743
2041	132959	192602
2042	133022	192534
2043	133083	192463
2044	133150	192400
2045	133163	192260
2046	133235	192204
2047	133260	192082
2048	133328	192021
2049	133401	191967
2050	133463	191898
2051	133538	191847
2052	133559	191719
2053	133580	191591
2054	133651	191534
2055	133723	191479
2056	133793	191422
2057	133824	191307
2058	133893	191249
2059	133962	191189
2060	134024	191119
2061	134093	191060
2062	134162	191000
2063	134235	190947
2064	134303	190886
2065	134366	190818
2066	134404	190715
2067	134465	190644
2068	134531	190580
2069	134570	190478
2070	134634	190412
2071	134696	190342
2072	134716	190214
2073	134738	190088
2074	134800	190020
2075	134862	189950
2076	134940	189903
2077	135026	189869
2078	135084	189794
2079	135121	189690
2080	135187	189626
2081	135249	189556
2082	135312	189490
2083	135377	189424
2084	135444	189362
2085	135487	189267
2086	135557	189208
2087	135619	189139
2088	135693	189086
2089	135766	189033
2090	135834	188972
2091	135905	188916
2092	135974	188857
2093	136045	188800
2094	136104	188727
2095	136169	188662
2096	136246	188614
2097	136307	188544
2098	136367	188471
2099	136433	188407
2100	136496	188339
2101	136567	188283
2102	136630	188216
2103	136699	188156
2104	136763	188090
2105	136820	188014
2106	136883	187946
2107	136952	187886
2108	137016	187821
2109	137038	187696
2110	137107	187637
2111	137170	187569
2112	137229	187496
2113	137257	187382
2114	137327	187324
2115	137398	187266
2116	137479	187223
2117	137542	187156
2118	137609	187093
2119	137698	187061
2120	137766	187000
2121	137832	186938
2122	137896	186871
2123	137964	186810
2124	138032	186749
2125	138095	186682
2126	138172	186632
2127	138247	186582
2128	138326	186535
2129	138397	186479
2130	138464	186416
2131	138526	186348
2132	138593	186285
2133	138668	186234
2134	138745	186185
2135	138809	186119
2136	138879	186061
2137	138947	185999
2138	139010	185931
2139	139083	185878
2140	139156	185823
2141	139226	185765
2142	139285	185692
2143	139343	185617
2144	139405	185549
2145	139481	185498
2146	139548	185436
2147	139623	185384
2148	139688	185320
2149	139758	185261
2150	139824	185197
2151	139892	185136
2152	139954	185067
2153	140019	185003
2154	140093	184949
2155	140160	184887
2156	140232	184831
2157	140297	184766
2158	140360	184698
2159	140420	184627
2160	140506	184589
2161	140575	184530
2162	140638	184462
2163	140701	184394
2164	140776	184341
2165	140843	184279
2166	140918	184227
2167	140994	184177
2168	141060	184113
2169	141126	184049
2170	141190	183983
2171	141252	183914
2172	141314	183846
2173	141380	183781
2174	141443	183713
2175	141505	183645
2176	141565	183573
2177	141628	183505
2178	141694	183441
2179	141760	183378
2180	141833	183324
2181	141903	183264
2182	141965	183196
2183	142029	183130
2184	142088	183056
2185	142150	182988
2186	142214	182921
2187	142276	182853
2188	142345	182792
2189	142424	182745
2190	142503	182698
2191	142579	182647
2192	142603	182530
2193	142672	182469
2194	142733	182399
2195	142796	182332
2196	142855	182259
2197	142920	182194
2198	142985	182129
2199	143046	182059
2200	143108	181990
2201	143171	181922
2202	143233	181853
2203	143301	181792
2204	143365	181726
2205	143430	181660
2206	143499	181600
2207	143570	181544
2208	143638	181482
2209	143706	181420
2210	143775	181361
2211	143837	181292
2212	143904	181229
2213	143969	181164
2214	144028	181092
2215	144092	181025
2216	144157	180960
2217	144239	180917
2218	144313	180863
2219	144386	180808
2220	144453	180745
2221	144530	180695
2222	144596	180632
2223	144665	180572
2224	144732	180509
2225	144795	180441
2226	144823	180330
2227	144884	180260
2228	144946	180190
2229	145016	180133
2230	145092	180081
2231	145172	180034
2232	145250	179985
2233	145323	179930
2234	145342	179808
2235	145416	179755
2236	145510	179724
2237	145603	179694
2238	145684	179649
2239	145755	179591
2240	145828	179535
2241	145897	179476
2242	145964	179413
2243	146028	179346
2244	146100	179290
2245	146164	179223
2246	146231	179160
2247	146296	179095
2248	146362	179031
2249	146432	178972
2250	146501	178912
2251	146523	178795
2252	146593	178735
2253	146665	178679
2254	146731	178615
2255	146744	178487
2256	146808	178420
2257	146826	178298
2258	146893	178235
2259	146953	178165
2260	146967	178037
2261	147052	177997
2262	147157	177980
2263	147181	177865
2264	147207	177753
2265	147232	177640
2266	147338	177624
2267	147410	177568
2268	147489	177520
2269	147552	177452
2270	147571	177332
2271	147635	177267
2272	147711	177214
2273	147782	177156
2274	147859	177106
2275	147941	177061
2276	148014	177006
2277	148086	176949
2278	148154	176887
2279	148226	176831
2280	148294	176770
2281	148365	176712
2282	148443	176662
2283	148515	176605
2284	148587	176549
2285	148645	176476
2286	148714	176416
2287	148784	176356
2288	148799	176232
2289	148873	176178
2290	148945	176120
2291	149015	176061
2292	149032	175940
2293	149105	175884
2294	149169	175818
2295	149239	175759
2296	149308	175699
2297	149384	175646
2298	149451	175584
2299	149521	175525
2300	149593	175468
2301	149665	175412
2302	149744	175362
2303	149811	175299
2304	149879	175238
2305	149951	175182
2306	150026	175128
2307	150093	175065
2308	150164	175007
2309	150191	174898
2310	150254	174831
2311	150327	174775
2312	150397	174715
2313	150459	174648
2314	150528	174586
2315	150552	174474
2316	150624	174417
2317	150641	174297
2318	150722	174250
2319	150799	174199
2320	150868	174139
2321	150882	174015
2322	150945	173947
2323	151013	173886
2324	151073	173815
2325	151140	173752
2326	151148	173622
2327	151229	173575
2328	151307	173526
2329	151319	173400
2330	151394	173347
2331	151458	173281
2332	151474	173159
2333	151488	173036
2334	151546	172963
2335	151612	172900
2336	151676	172834
2337	151743	172772
2338	151806	172704
2339	151876	172645
2340	151935	172574
2341	152011	172522
2342	152081	172463
2343	152158	172412
2344	152234	172358
2345	152305	172300
2346	152374	172241
2347	152438	172175
2348	152504	172111
2349	152572	172049
2350	152640	171988
2351	152665	171878
2352	152685	171762
2353	152755	171704
2354	152814	171631
2355	152888	171577
2356	152966	171527
2357	153038	171470
2358	153104	171407
2359	153179	171353
2360	153253	171298
2361	153319	171235
2362	153342	171122
2363	153346	170990
2364	153420	170935
2365	153477	170862
2366	153536	170791
2367	153604	170729
2368	153674	170669
2369	153691	170552
2370	153745	170475
2371	153807	170407
2372	153873	170343
2373	153950	170292
2374	154026	170240
2375	154103	170188
2376	154170	170126
2377	154233	170059
2378	154297	169993
2379	154359	169925
2380	154421	169856
2381	154485	169791
2382	154548	169724
2383	154608	169654
2384	154624	169536
2385	154677	169457
2386	154738	169389
2387	154808	169329
2388	154885	169278
2389	154949	169213
2390	155006	169139
2391	155068	169071
2392	155138	169012
2393	155207	168952
2394	155262	168876
2395	155335	168820
2396	155350	168701
2397	155420	168642
2398	155496	168589
2399	155563	168527
2400	155626	168460
2401	155692	168396
2402	155759	168334
2403	155818	168262
2404	155887	168202
2405	155955	168141
2406	156044	168102
2407	156142	168073
2408	156202	168003
2409	156267	167938
2410	156331	167872
2411	156397	167809
2412	156460	167742
2413	156529	167681
2414	156597	167621
2415	156670	167564
2416	156735	167500
2417	156801	167436
2418	156872	167377
2419	156938	167315
2420	157023	167270
2421	157085	167203
2422	157154	167142
2423	157212	167070
2424	157227	166953
2425	157301	166898
2426	157376	166844
2427	157450	166788
2428	157523	166732
2429	157596	166675
2430	157664	166614
2431	157739	166560
2432	157809	166500
2433	157882	166444
2434	157945	166377
2435	158022	166326
2436	158083	166257
2437	158157	166201
2438	158177	166089
2439	158189	165969
2440	158207	165854
2441	158288	165807
2442	158359	165749
2443	158383	165641
2444	158441	165570
2445	158508	165507
2446	158579	165449
2447	158652	165392
2448	158717	165328
2449	158736	165215
2450	158796	165145
2451	158859	165079
2452	158922	165012
2453	159003	164964
2454	159032	164862
2455	159108	164809
2456	159124	164694
2457	159139	164577
2458	159203	164512
2459	159276	164456
2460	159353	164403
2461	159420	164341
2462	159493	164285
2463	159558	164221
2464	159628	164161
2465	159701	164105
2466	159782	164057
2467	159855	164000
2468	159927	163943
2469	159988	163875
2470	160058	163815
2471	160132	163760
2472	160203	163701
2473	160233	163601
2474	160304	163542
2475	160375	163484
2476	160435	163415
2477	160505	163355
2478	160522	163241
2479	160556	163146
2480	160621	163081
2481	160686	163017
2482	160751	162952
2483	160830	162902
2484	160907	162850
2485	160978	162791
2486	160994	162677
2487	161064	162617
2488	161106	162530
2489	161171	162466
2490	161254	162419
2491	161340	162376
2492	161414	162321
2493	161489	162266
2494	161561	162208
2495	161624	162142
2496	161640	162028
2497	161651	161910
2498	161723	161853
2499	161790	161790
2500	161862	161733
2501	161875	161616
2502	161941	161553
2503	162006	161488
2504	162074	161427
2505	162155	161379
2506	162178	161272
2507	162253	161218
2508	162327	161163
2509	162402	161108
2510	162419	160996
2511	162489	160937
2512	162562	160880
2513	162629	160817
2514	162697	160757
2515	162768	160698
2516	162832	160633
2517	162899	160570
2518	162965	160506
2519	163023	160435
2520	163080	160363
2521	163148	160302
2522	163209	160234
2523	163283	160177
2524	163299	160065
2525	163357	159994
2526	163422	159930
2527	163490	159869
2528	163555	159804
2529	163618	159738
2530	163680	159671
2531	163756	159617
2532	163820	159552
2533	163887	159489
2534	163949	159421
2535	164014	159357
2536	164077	159291
2537	164146	159231
2538	164171	159127
2539	164234	159061
2540	164300	158998
2541	164361	158930
2542	164425	158865
2543	164489	158799
2544	164505	158688
2545	164565	158619
2546	164635	158559
2547	164701	158495
2548	164764	158429
2549	164830	158366
2550	164846	158254
2551	164919	158198
2552	164989	158139
2553	165057	158077
2554	165124	158015
2555	165190	157952
2556	165247	157879
2557	165315	157819
2558	165388	157762
2559	165452	157697
2560	165524	157639
2561	165589	157574
2562	165654	157510
2563	165722	157449
2564	165781	157379
2565	165798	157269
2566	165861	157203
2567	165924	157137
2568	165998	157081
2569	166014	156970
2570	166070	156898
2571	166141	156839
2572	166209	156778
2573	166225	156667
2574	166283	156597
2575	166353	156537
2576	166411	156467
2577	166474	156400
2578	166563	156359
2579	166646	156311
2580	166711	156247
2581	166789	156195
2582	166872	156148
2583	166942	156088
2584	167005	156022
2585	167073	155961
2586	167135	155893
2587	167198	155827
2588	167269	155768
2589	167344	155714
2590	167408	155649
2591	167465	155577
2592	167529	155512
2593	167599	155452
2594	167667	155391
2595	167724	155320
2596	167789	155255
2597	167850	155187
2598	167912	155120
2599	167969	155048
2600	168042	154992
2601	168109	154929
2602	168179	154870
2603	168251	154812
2604	168309	154741
2605	168373	154676
2606	168440	154613
2607	168455	154503
2608	168519	154438
2609	168584	154374
2610	168647	154308
2611	168711	154243
2612	168773	154176
2613	168838	154112
2614	168901	154045
2615	168967	153982
2616	169032	153918
2617	169094	153851
2618	169168	153795
2619	169240	153737
2620	169311	153679
2621	169327	153569
2622	169387	153501
2623	169452	153436
2624	169513	153368
2625	169580	153307
2626	169646	153243
2627	169706	153175
2628	169761	153101
2629	169832	153043
2630	169901	152982
2631	169976	152926
2632	170039	152860
2633	170111	152803
2634	170179	152741
2635	170242	152675
2636	170302	152607
2637	170318	152498
2638	170335	152391
2639	170403	152330
2640	170478	152275
2641	170540	152208
2642	170616	152154
2643	170680	152088
2644	170751	152030
2645	170819	151968
2646	170878	151898
2647	170944	151835
2648	171018	151780
2649	171052	151687
2650	171116	151623
2651	171131	151514
2652	171191	151445
2653	171249	151375
2654	171323	151319
2655	171380	151248
2656	171391	151137
2657	171457	151073
2658	171523	151010
2659	171538	150902
2660	171545	150787
2661	171614	150726
2662	171691	150672
2663	171766	150618
2664	171848	150569
2665	171920	150510
2666	171989	150450
2667	172056	150387
2668	172122	150325
2669	172187	150260
2670	172247	150192
2671	172321	150136
2672	172386	150071
2673	172445	150003
2674	172523	149950
2675	172587	149885
2676	172658	149826
2677	172723	149762
2678	172784	149695
2679	172841	149623
2680	172908	149561
2681	172966	149491
2682	173035	149430
2683	173111	149376
2684	173168	149305
2685	173226	149235
2686	173293	149173
2687	173365	149114
2688	173396	149022
2689	173463	148959
2690	173532	148898
2691	173603	148839
2692	173666	148774
2693	173683	148668
2694	173753	148609
2695	173765	148500
2696	173831	148436
2697	173897	148373
2698	173960	148307
2699	174032	148250
2700	174052	148147
2701	174114	148081
2702	174182	148019
2703	174245	147954
2704	174309	147889
2705	174382	147831
2706	174461	147779
2707	174476	147673
2708	174546	147613
2709	174607	147546
2710	174674	147484
2711	174736	147417
2712	174799	147351
2713	174865	147288
2714	174929	147224
2715	175006	147170
2716	175078	147112
2717	175147	147051
2718	175210	146985
2719	175275	146922
2720	175347	146864
2721	175415	146802
2722	175489	146745
2723	175555	146683
2724	175622	146620
2725	175684	146554
2726	175749	146490
2727	175812	146424
2728	175872	146355
2729	175942	146296
2730	176007	146232
2731	176076	146172
2732	176137	146104
2733	176202	146040
2734	176266	145975
2735	176332	145912
2736	176397	145848
2737	176463	145785
2738	176535	145726
2739	176608	145669
2740	176679	145610
2741	176747	145548
2742	176814	145486
2743	176885	145427
2744	176950	145363
2745	177035	145315
2746	177101	145252
2747	177176	145197
2748	177231	145125
2749	177294	145059
2750	177351	144988
2751	177414	144923
2752	177482	144861
2753	177557	144805
2754	177624	144743
2755	177693	144682
2756	177755	144615
2757	177824	144554
2758	177889	144491
2759	177958	144429
2760	178025	144367
2761	178101	144312
2762	178165	144247
2763	178227	144180
2764	178295	144119
2765	178352	144048
2766	178416	143983
2767	178474	143914
2768	178535	143846
2769	178599	143782
2770	178657	143712
2771	178716	143643
2772	178781	143579
2773	178842	143512
2774	178907	143448
2775	178970	143382
2776	179029	143313
2777	179095	143250
2778	179164	143189
2779	179231	143127
2780	179298	143064
2781	179356	142995
2782	179415	142926
2783	179475	142858
2784	179541	142795
2785	179606	142730
2786	179668	142664
2787	179731	142599
2788	179797	142535
2789	179858	142468
2790	179917	142400
2791	179984	142336
2792	180046	142270
2793	180112	142207
2794	180175	142142
2795	180233	142072
2796	180307	142015
2797	180377	141955
2798	180430	141882
2799	180498	141820
2800	180561	141754
2801	180625	141689
2802	180693	141627
2803	180757	141563
2804	180827	141503
2805	180892	141439
2806	180958	141375
2807	181017	141307
2808	181089	141248
2809	181152	141182
2810	181212	141114
2811	181286	141058
2812	181346	140990
2813	181406	140921
2814	181426	140823
2815	181495	140762
2816	181556	140695
2817	181616	140626
2818	181688	140568
2819	181749	140501
2820	181776	140407
2821	181845	140347
2822	181902	140277
2823	181967	140212
2824	182032	140148
2825	182097	140085
2826	182166	140023
2827	182237	139964
2828	182308	139905
2829	182325	139804
2830	182397	139745
2831	182473	139690
2832	182545	139631
2833	182616	139571
2834	182691	139515
2835	182758	139453
2836	182790	139364
2837	182855	139299
2838	182873	139200
2839	182932	139131
2840	182997	139067
2841	183086	139022
2842	183161	138965
2843	183233	138907
2844	183328	138865
2845	183402	138808
2846	183473	138748
2847	183541	138686
2848	183626	138638
2849	183641	138536
2850	183723	138485
2851	183799	138429
2852	183860	138362
2853	183927	138300
2854	183990	138234
2855	184051	138167
2856	184116	138103
2857	184177	138036
2858	184246	137975
2859	184306	137907
2860	184322	137806
2861	184383	137739
2862	184442	137671
2863	184505	137606
2864	184571	137542
2865	184645	137485
2866	184708	137420
2867	184778	137359
2868	184837	137291
2869	184902	137227
2870	184970	137165
2871	185039	137104
2872	185110	137045
2873	185181	136985
2874	185250	136924
2875	185272	136828
2876	185338	136764
2877	185407	136704
2878	185484	136648
2879	185553	136588
2880	185574	136491
2881	185646	136432
2882	185722	136377
2883	185784	136310
2884	185885	136273
2885	185984	136233
2886	186063	136180
2887	186150	136132
2888	186276	136112
2889	186391	136084
2890	186478	136036
2891	186559	135984
2892	186621	135918
2893	186694	135860
2894	186771	135804
2895	186838	135741
2896	186909	135681
2897	186981	135623
2898	187047	135559
2899	187119	135499
2900	187193	135442
2901	187211	135344
2902	187287	135288
2903	187362	135231
2904	187450	135183
2905	187564	135154
2906	187650	135105
2907	187743	135061
2908	187803	134993
2909	187873	134933
2910	187941	134871
2911	188026	134821
2912	188102	134765
2913	188163	134697
2914	188226	134632
2915	188298	134572
2916	188358	134504
2917	188423	134440
2918	188492	134378
2919	188556	134314
2920	188620	134249
2921	188696	134192
2922	188765	134131
2923	188832	134068
2924	188903	134008
2925	188963	133940
2926	188981	133843
2927	189044	133777
2928	189065	133682
2929	189132	133619
2930	189203	133558
2931	189221	133461
2932	189281	133394
2933	189307	133302
2934	189365	133232
2935	189418	133160
2936	189445	133069
2937	189507	133003
2938	189526	132906
2939	189589	132841
2940	189648	132773
2941	189713	132709
2942	189729	132610
2943	189747	132513
2944	189766	132417
2945	189837	132357
2946	189854	132260
2947	189921	132197
2948	189989	132135
2949	190008	132039
2950	190067	131971
2951	190136	131910
2952	190211	131853
2953	190281	131792
2954	190348	131730
2955	190370	131636
2956	190434	131571
2957	190445	131470
2958	190512	131408
2959	190579	131345
2960	190640	131278
2961	190703	131213
2962	190770	131150
2963	190832	131084
2964	190907	131027
2965	190965	130959
2966	191026	130892
2967	191048	130798
2968	191121	130740
2969	191162	130659
2970	191226	130595
2971	191299	130537
2972	191328	130448
2973	191393	130384
2974	191459	130321
2975	191526	130258
2976	191584	130189
2977	191651	130127
2978	191710	130059
2979	191777	129997
2980	191841	129932
2981	191908	129869
2982	191970	129803
2983	192034	129739
2984	192103	129677
2985	192167	129613
2986	192189	129520
2987	192256	129458
2988	192319	129392
2989	192391	129333
2990	192458	129270
2991	192522	129206
2992	192596	129148
2993	192656	129081
2994	192717	129014
2995	192759	128935
2996	192830	128875
2997	192909	128820
2998	192970	128754
2999	193045	128697
3000	193068	128605
3001	193143	128548
3002	193205	128482
3003	193213	128380
3004	193276	128314
3005	193344	128253
3006	193406	128187
3007	193479	128128
3008	193514	128044
3009	193547	127960
3010	193622	127902
3011	193643	127809
3012	193720	127753
3013	193791	127694
3014	193807	127598
3015	193891	127546
3016	193973	127494
3017	194049	127437
3018	194118	127376
3019	194196	127320
3020	194261	127256
3021	194328	127194
3022	194395	127131
3023	194463	127069
3024	194527	127005
3025	194592	126941
3026	194665	126883
3027	194731	126819
3028	194790	126751
3029	194855	126688
3030	194928	126629
3031	194991	126564
3032	195065	126506
3033	195134	126445
3034	195203	126383
3035	195271	126321
3036	195335	126257
3037	195396	126190
3038	195472	126133
3039	195491	126040
3040	195561	125979
3041	195570	125879
3042	195640	125819
3043	195700	125752
3044	195708	125651
3045	195719	125553
3046	195791	125494
3047	195859	125432
3048	195925	125369
3049	195992	125306
3050	196055	125241
3051	196125	125181
3052	196190	125116
3053	196253	125051
3054	196267	124955
3055	196335	124894
3056	196380	124817
3057	196446	124754
3058	196516	124694
3059	196575	124626
3060	196633	124558
3061	196701	124496
3062	196771	124435
3063	196856	124384
3064	196925	124323
3065	197002	124266
3066	197073	124207
3067	197137	124142
3068	197208	124082
3069	197275	124020
3070	197348	123961
3071	197412	123896
3072	197474	123831
3073	197534	123764
3074	197597	123698
3075	197661	123634
3076	197677	123540
3077	197744	123478
3078	197757	123381
3079	197764	123281
3080	197828	123217
3081	197899	123157
3082	197966	123094
3083	198035	123033
3084	198111	122976
3085	198131	122885
3086	198203	122825
3087	198259	122756
3088	198324	122692
3089	198398	122634
3090	198467	122573
3091	198505	122493
3092	198564	122425
3093	198627	122360
3094	198682	122290
3095	198745	122226
3096	198800	122155
3097	198869	122095
3098	198937	122033
3099	199010	121974
3100	199081	121914
3101	199147	121851
3102	199160	121755
3103	199223	121690
3104	199285	121625
3105	199350	121561
3106	199412	121495
3107	199435	121406
3108	199461	121319
3109	199529	121257
3110	199590	121191
3111	199655	121127
3112	199719	121063
3113	199775	120994
3114	199838	120929
3115	199896	120861
3116	199952	120792
3117	200016	120728
3118	200080	120664
3119	200141	120598
3120	200203	120532
3121	200265	120466
3122	200336	120407
3123	200405	120345
3124	200474	120284
3125	200532	120216
3126	200590	120149
3127	200609	120057
3128	200628	119966
3129	200689	119900
3130	200706	119808
3131	200771	119744
3132	200837	119681
3133	200852	119588
3134	200921	119527
3135	200989	119465
3136	201008	119374
3137	201072	119310
3138	201133	119244
3139	201197	119180
3140	201262	119117
3141	201336	119058
3142	201396	118992
3143	201456	118926
3144	201494	118846
3145	201555	118780
3146	201625	118720
3147	201696	118660
3148	201763	118597
3149	201829	118535
3150	201887	118467
3151	201909	118378
3152	201935	118291
3153	202002	118229
3154	202061	118162
3155	202128	118100
3156	202191	118035
3157	202257	117972
3158	202325	117911
3159	202392	117848
3160	202449	117780
3161	202470	117691
3162	202534	117627
3163	202605	117567
3164	202668	117502
3165	202740	117443
3166	202802	117378
3167	202860	117310
3168	202933	117251
3169	203003	117191
3170	203032	117106
3171	203098	117044
3172	203160	116978
3173	203217	116910
3174	203283	116848
3175	203350	116785
3176	203426	116728
3177	203488	116663
3178	203515	116578
3179	203585	116517
3180	203653	116455
3181	203717	116391
3182	203788	116331
3183	203849	116266
3184	203877	116181
3185	203937	116115
3186	203996	116048
3187	204057	115982
3188	204119	115917
3189	204180	115851
3190	204240	115785
3191	204295	115716
3192	204356	115650
3193	204418	115585
3194	204470	115514
3195	204533	115450
3196	204608	115392
3197	204674	115329
3198	204742	115267
3199	204808	115204
3200	204872	115140
3201	204941	115079
3202	205003	115014
3203	205076	114955
3204	205137	114889
3205	205206	114828
3206	205276	114767
3207	205347	114708
3208	205384	114629
3209	205453	114567
3210	205528	114509
3211	205553	114423
3212	205634	114369
3213	205696	114304
