iter	RMSE
1665	4850044.292
1666	4848811.774
1667	4847997.94
1668	4847360.431
1669	4846131.728
1670	4843658.886
1671	4842197.668
1672	4839930.771
1673	4837380.641
1674	4836357.266
1675	4834747.708
1676	4830891.064
1677	4829385.943
1678	4828526.531
1679	4827075.995
1680	4826051.127
1681	4824568.295
1682	4822066.607
1683	4820845.412
1684	4818980.676
1685	4817854.231
1686	4816229.91
1687	4815132.29
1688	4812975.877
1689	4811740.569
1690	4810325.506
1691	4809069.276
1692	4806692.145
1693	4804320.092
1694	4802022.256
1695	4801148.577
1696	4800007.298
1697	4799092.965
1698	4797677.689
1699	4796215.911
1700	4794870.329
1701	4793354.055
1702	4791886.474
1703	4789867.864
1704	4786525.367
1705	4785973.784
1706	4783210.617
1707	4782125.069
1708	4780268.806
1709	4777664.091
1710	4776760.688
1711	4775033.843
1712	4774130.887
1713	4771986.638
1714	4770962.644
1715	4768032.397
1716	4766674.605
1717	4764442.439
1718	4762253.397
1719	4761376.592
1720	4759948.639
1721	4758087.855
1722	4755822.445
1723	4753612.994
1724	4752486.914
1725	4750907.906
1726	4748814.223
1727	4746738.71
1728	4744316.434
1729	4743240.853
1730	4742253.005
1731	4740357.045
1732	4737711.533
1733	4736282.758
1734	4733735.581
1735	4732951.115
1736	4730893.519
1737	4729371.591
1738	4727458.394
1739	4726343.722
1740	4724319.074
1741	4722461.676
1742	4721373.262
1743	4720448.703
1744	4719005.735
1745	4715994.659
1746	4714221.693
1747	4712871.375
1748	4711424.648
1749	4710464.689
1750	4708941.763
1751	4707484.58
1752	4705611.035
1753	4704722.88
1754	4702907.291
1755	4701529.733
1756	4697642.769
1757	4695252.321
1758	4693362.291
1759	4691754.701
1760	4690287.912
1761	4688982.612
1762	4686934.843
1763	4685881.41
1764	4683987.85
1765	4680462.92
1766	4678870.605
1767	4677637.401
1768	4675848.831
1769	4673399.495
1770	4672819.47
1771	4672219.167
1772	4670280.083
1773	4668894.476
1774	4667652.98
1775	4666319.547
1776	4665851.651
1777	4664754.81
1778	4662912.597
1779	4661364.668
1780	4659177.885
1781	4657242.353
1782	4655875.741
1783	4654689.141
1784	4653146.007
1785	4651657.191
1786	4649761.624
1787	4647522.052
1788	4646569.983
1789	4643593.307
1790	4642697.914
1791	4641365.894
1792	4640530.376
1793	4638970.236
1794	4637484.036
1795	4636446.805
1796	4634531.045
1797	4633807.047
1798	4631862.412
1799	4629930.091
1800	4627881.594
1801	4626707.033
1802	4625393.713
1803	4623696.22
1804	4622575.287
1805	4620593.322
1806	4618960.89
1807	4617734.397
1808	4616320.029
1809	4614890.564
1810	4613558.547
1811	4611507.301
1812	4610080.637
1813	4608518.887
1814	4606665.307
1815	4605337.541
1816	4603907.839
1817	4602876.245
1818	4602046.726
1819	4600800.878
1820	4598886.381
1821	4597389.165
1822	4596138.812
1823	4594131.032
1824	4592077.089
1825	4590711.336
1826	4589428.343
1827	4587809.958
1828	4587429.106
1829	4585918.913
1830	4584451.513
1831	4582534.248
1832	4580562.008
1833	4579199.193
1834	4577241.397
1835	4575423.769
1836	4572339.918
1837	4571239.942
1838	4569962.654
1839	4569446.521
1840	4568293.45
1841	4567344.544
1842	4566451.444
1843	4564196.836
1844	4562915.601
1845	4561411.366
1846	4558078.996
1847	4556655.753
1848	4555584.137
1849	4554091.398
1850	4553139.811
1851	4551757.503
1852	4548516.04
1853	4545348.44
1854	4544651.181
1855	4541556.546
1856	4540360.562
1857	4538904.93
1858	4537666.662
1859	4536691.908
1860	4535461.552
1861	4534232.956
1862	4531217.729
1863	4530131.854
1864	4528739.94
1865	4527243.473
1866	4526353.613
1867	4524799.248
1868	4523631.851
1869	4522443.294
1870	4521109.15
1871	4520474.311
1872	4517538.361
1873	4515763.54
1874	4514124.169
1875	4511147.552
1876	4509873.802
1877	4508665.689
1878	4507010.494
1879	4505828.56
1880	4504624.331
1881	4503739.11
1882	4501108.594
1883	4500269.442
1884	4498630.859
1885	4496476.306
1886	4496385.018
1887	4494872.976
1888	4493941.254
1889	4492803.425
1890	4492244.706
1891	4489393.841
1892	4487199.258
1893	4485591.771
1894	4484555.742
1895	4482959.052
1896	4482290.063
1897	4480642.336
1898	4480629.097
1899	4478600.038
1900	4477225.081
1901	4475679.788
1902	4475160.083
1903	4474253.146
1904	4472686.222
1905	4472136.39
1906	4470831.983
1907	4469655.682
1908	4468476.247
1909	4466897.725
1910	4464845.934
1911	4464823.785
1912	4463662.215
1913	4462617.446
1914	4461560.927
1915	4459939.651
1916	4459912.774
1917	4458795.369
1918	4457484.136
1919	4456366.668
1920	4455903.069
1921	4453423.533
1922	4452316.211
1923	4449833.436
1924	4448558.998
1925	4448558.544
1926	4447071.305
1927	4446195.385
1928	4445542.701
1929	4445380.434
1930	4444342.258
1931	4443761.247
1932	4443181.104
1933	4442239.05
1934	4441088.319
1935	4439656.604
1936	4436080.437
1937	4435810.515
1938	4435288.909
1939	4434034.99
1940	4432766.492
1941	4431683.306
1942	4430830.761
1943	4430301.498
1944	4427194.302
1945	4427140.785
1946	4425709.055
1947	4425194.417
1948	4424680.953
1949	4422290.656
1950	4422278.872
1951	4420603.848
1952	4420428.01
1953	4419538.151
1954	4418522.72
1955	4417645.566
1956	4415876.956
1957	4413675.537
1958	4413457.567
1959	4411121.266
1960	4409451.68
1961	4408495.811
1962	4408047.446
1963	4407772.21
1964	4407443.036
1965	4406875.32
1966	4405293.481
1967	4404326.876
1968	4403872.293
1969	4402631.943
1970	4402134.779
1971	4400911.88
1972	4399882.319
1973	4399855.201
1974	4398367.381
1975	4398336.349
1976	4397585.765
1977	4396356.95
1978	4395119.724
1979	4394572.611
1980	4394332.16
1981	4394023.212
1982	4394022.668
1983	4393623.102
1984	4393123.896
1985	4391767.425
1986	4390783.61
1987	4389321.052
1988	4388955.649
1989	4387655.614
1990	4386854.094
1991	4385535.06
1992	4383769.267
1993	4382558.179
1994	4381926.412
1995	4381551.414
1996	4380649.955
1997	4379445.164
1998	4377466.011
1999	4376010.822
2000	4375970.217
2001	4375318.414
2002	4374358.625
2003	4373329.917
2004	4372264.47
2005	4372034.825
2006	4370562.996
2007	4369613.685
2008	4368567.089
2009	4366931.829
2010	4366082.88
2011	4365143.246
2012	4364898.13
2013	4364334.486
2014	4363626.996
2015	4363070.519
2016	4362355.66
2017	4360471.689
2018	4359227.262
2019	4359036.29
2020	4356908.528
2021	4355752.336
2022	4354420.754
2023	4353234.24
2024	4351038.826
2025	4349486.246
2026	4348716.769
2027	4348714.214
2028	4348541.225
2029	4348250.736
2030	4347594.598
2031	4347222.857
2032	4346987.616
2033	4346881.095
2034	4346018.061
2035	4345046.015
2036	4343745.895
2037	4343544.707
2038	4342699.304
2039	4342684.839
2040	4342489.173
2041	4342386.168
2042	4341665.903
2043	4340837.515
2044	4338145.561
2045	4338145.039
2046	4336994.252
2047	4336853.054
2048	4335419.642
2049	4334028.227
2050	4332839.022
2051	4331769.094
2052	4331719.066
2053	4331621.632
2054	4329877.003
2055	4328799.2
2056	4327758.112
2057	4327642.788
2058	4326522.747
2059	4325018.135
2060	4323825.537
2061	4322637.341
2062	4321338.179
2063	4320987.757
2064	4319237.475
2065	4318473.881
2066	4318293.816
2067	4317091.388
2068	4316171.744
2069	4315984.976
2070	4314628.383
2071	4313589.258
2072	4313498.051
2073	4313454.328
2074	4313157.177
2075	4311465.796
2076	4310865.89
2077	4309320.441
2078	4307876.454
2079	4307704.727
2080	4306606.2
2081	4305928.259
2082	4305053.333
2083	4304320.667
2084	4302984.277
2085	4302644.263
2086	4301534.284
2087	4299737.338
2088	4298338.259
2089	4296836.043
2090	4296123.648
2091	4295558.751
2092	4294118.728
2093	4292286.489
2094	4291195.271
2095	4290440.749
2096	4288970.552
2097	4287492.871
2098	4286539.947
2099	4285491.327
2100	4284785.432
2101	4282830.408
2102	4281479.565
2103	4279664.751
2104	4278545.145
2105	4277453.803
2106	4276427.291
2107	4274958.058
2108	4274205.972
2109	4274106.745
2110	4273206.8
2111	4272502.978
2112	4271593.92
2113	4271551.25
2114	4270148.719
2115	4269258.547
2116	4267460.483
2117	4266587.867
2118	4265732.187
2119	4263922.637
2120	4263005.308
2121	4262176.518
2122	4261060.066
2123	4259400.237
2124	4258643.595
2125	4256888.314
2126	4255929.689
2127	4253988.122
2128	4253088.587
2129	4251728.235
2130	4250264.932
2131	4248672.684
2132	4247537.446
2133	4245810.83
2134	4245369.582
2135	4244349.963
2136	4243818.116
2137	4243315.018
2138	4242257.281
2139	4240409.228
2140	4239663.54
2141	4236558.649
2142	4235251.198
2143	4232249.013
2144	4231511.569
2145	4230003.907
2146	4226887.053
2147	4225983.263
2148	4224924.093
2149	4224121.568
2150	4223405.664
2151	4222445.764
2152	4221739.716
2153	4221188.072
2154	4220573.659
2155	4219673.196
2156	4218924.978
2157	4218373.937
2158	4217987.634
2159	4217342.535
2160	4214933.545
2161	4214124.437
2162	4213737.601
2163	4212461.499
2164	4210645.792
2165	4210046.866
2166	4209315.318
2167	4206336.679
2168	4205610.836
2169	4205392.008
2170	4203645.979
2171	4201181.831
2172	4200207.412
2173	4198558.556
2174	4198325.581
2175	4196442.839
2176	4195278.37
2177	4193697.559
2178	4192713.843
2179	4191905.697
2180	4191325.057
2181	4190906.165
2182	4190207.891
2183	4188842.162
2184	4188008.389
2185	4187397.142
2186	4186530.33
2187	4185813.001
2188	4184186.876
2189	4182411.283
2190	4181857.579
2191	4179738.398
2192	4179657.178
2193	4177695.44
2194	4176841.998
2195	4175572.284
2196	4173871.314
2197	4173226.248
2198	4173073.631
2199	4172224.603
2200	4171228.425
2201	4170575.199
2202	4169960.974
2203	4168797.146
2204	4167580.583
2205	4166821.602
2206	4166279.814
2207	4165438.737
2208	4164222.892
2209	4163029.88
2210	4162500.388
2211	4160932.952
2212	4160090.68
2213	4159598.166
2214	4158263.223
2215	4157341.145
2216	4155488.493
2217	4153910.353
2218	4152609.016
2219	4150527.083
2220	4150199.624
2221	4148810.051
2222	4148098.735
2223	4147546.826
2224	4146556.565
2225	4143694.766
2226	4143693.561
2227	4142424.133
2228	4141822.228
2229	4140265.161
2230	4138994.865
2231	4137036.41
2232	4136763.855
2233	4136091.219
2234	4135867.456
2235	4134887.135
2236	4133564.657
2237	4131620.96
2238	4131107.323
2239	4130778.35
2240	4129731.627
2241	4128444.021
2242	4127895.635
2243	4126828.067
2244	4125704.764
2245	4124559.617
2246	4124129.721
2247	4123182.716
2248	4121913.817
2249	4121687.871
2250	4121096.529
2251	4121066.822
2252	4120839.016
2253	4119996.656
2254	4118676.607
2255	4118669.729
2256	4117825.764
2257	4117825.299
2258	4116537.104
2259	4115414.49
2260	4115413.047
2261	4113679.887
2262	4111015.545
2263	4110993.383
2264	4110992.738
2265	4110901.211
2266	4109946.66
2267	4107642.899
2268	4106679.536
2269	4105959.159
2270	4105654.21
2271	4104229.319
2272	4103313.833
2273	4101721.837
2274	4100523.035
2275	4099823.692
2276	4098245.361
2277	4097955.133
2278	4097038.828
2279	4095878.766
2280	4094966.806
2281	4094103.682
2282	4092569.486
2283	4091807.934
2284	4089992.932
2285	4088566.618
2286	4088003.769
2287	4087794.66
2288	4087788.199
2289	4085619.132
2290	4084378.538
2291	4083392.441
2292	4083181.333
2293	4082462.072
2294	4081877.362
2295	4080521.998
2296	4080320.959
2297	4078832.542
2298	4078010.91
2299	4076538.407
2300	4074443.572
2301	4073694.771
2302	4073250.93
2303	4071679.599
2304	4070904.381
2305	4070415.032
2306	4069721.963
2307	4067780.238
2308	4067173.617
2309	4067162.393
2310	4066356.352
2311	4064839.061
2312	4064052.846
2313	4063103.925
2314	4062617.363
2315	4062604.85
2316	4060495.124
2317	4060404.038
2318	4058455.157
2319	4058298.619
2320	4057106.695
2321	4057106.241
2322	4056447.141
2323	4055980.044
2324	4055526.29
2325	4054404.708
2326	4054398.612
2327	4053378.654
2328	4052942.326
2329	4052940.622
2330	4051954.642
2331	4050995.374
2332	4050993.703
2333	4050993.265
2334	4050520.921
2335	4049737.585
2336	4048588.159
2337	4048132.409
2338	4047765.918
2339	4045676.201
2340	4043600.919
2341	4042821.937
2342	4042386.418
2343	4041802.762
2344	4040455.705
2345	4039583.149
2346	4037598.513
2347	4035547.56
2348	4034979.282
2349	4034258.425
2350	4033982.202
2351	4033964.192
2352	4033910.366
2353	4033205.077
2354	4032783.357
2355	4031735.712
2356	4029903.722
2357	4029251.063
2358	4028699.946
2359	4028167.539
2360	4027651.221
2361	4025976.032
2362	4025951.873
2363	4025951.739
2364	4025789.859
2365	4025689.434
2366	4024197.144
2367	4023798.733
2368	4022456.251
2369	4022455.722
2370	4021591.895
2371	4021286.622
2372	4020829.543
2373	4019570.148
2374	4017760.068
2375	4016923.325
2376	4016060.558
2377	4015270.516
2378	4014818.425
2379	4014662.278
2380	4012927.765
2381	4011838.282
2382	4010908.95
2383	4009873.955
2384	4009840.224
2385	4009557.535
2386	4008224.257
2387	4007896.188
2388	4006837.732
2389	4006614.112
2390	4006202.232
2391	4005714.805
2392	4004994.455
2393	4003635.057
2394	4003263.211
2395	4002110.118
2396	4002109.535
2397	4001041.176
2398	4000375.721
2399	3998845.732
2400	3997790.933
2401	3997280.304
2402	3995792.642
2403	3994751.635
2404	3993994.838
2405	3993215.989
2406	3992142.171
2407	3990411.655
2408	3989473.529
2409	3988548.806
2410	3988271.912
2411	3987753.573
2412	3987070.556
2413	3985081.459
2414	3983584.923
2415	3982578.474
2416	3981212.411
2417	3979930.055
2418	3979314.118
2419	3978267.48
2420	3977141.751
2421	3976040.404
2422	3974610.872
2423	3973928.781
2424	3973928.189
2425	3973514.343
2426	3972142.409
2427	3970835.853
2428	3968605.244
2429	3967845.317
2430	3966632.62
2431	3965487.506
2432	3964999.248
2433	3963726.362
2434	3962813.633
2435	3960479.355
2436	3960216.903
2437	3959832.595
2438	3959744.823
2439	3959743.816
2440	3959605.828
2441	3958948.799
2442	3958635.177
2443	3958634.667
2444	3957811.86
2445	3957788.923
2446	3957491.223
2447	3957109.423
2448	3956204.624
2449	3956175.242
2450	3955320.206
2451	3954780.019
2452	3952473.404
2453	3951254.416
2454	3951253.905
2455	3951078.822
2456	3951078.241
2457	3951077.639
2458	3949633.417
2459	3948719.172
2460	3948408.563
2461	3946329.658
2462	3945378.971
2463	3944747.801
2464	3944330.862
2465	3943700.678
2466	3942519.095
2467	3941591.553
2468	3941101.431
2469	3940640.51
2470	3937805.957
2471	3936721.808
2472	3936052.624
2473	3936027.685
2474	3935293.32
2475	3934163.025
2476	3933077.07
2477	3932372.355
2478	3932371.958
2479	3932264.791
2480	3930600.055
2481	3929813.475
2482	3928855.613
2483	3927556.486
2484	3926994.741
2485	3925133.619
2486	3925133.063
2487	3923327.64
2488	3923241.668
2489	3923066.169
2490	3922336.009
2491	3920331.931
2492	3919469.173
2493	3918843.141
2494	3918224.376
2495	3917365.476
2496	3917364.929
2497	3917364.837
2498	3916875.328
2499	3916084.06
2500	3914934.827
2501	3914934.743
2502	3914654.838
2503	3913569.809
2504	3912110.564
2505	3910892.577
2506	3910892.268
2507	3909903.024
2508	3908198.257
2509	3906437.012
2510	3906436.926
2511	3904955.407
2512	3904183.232
2513	3903357.499
2514	3902717.721
2515	3902121.179
2516	3901544.363
2517	3900229.571
2518	3899848.885
2519	3899199.216
2520	3897887.26
2521	3895319.362
2522	3893643.419
2523	3892750.947
2524	3892750.429
2525	3892055.614
2526	3891422.698
2527	3890898.205
2528	3889347.846
2529	3888871.631
2530	3887190.736
2531	3886070.419
2532	3885080.696
2533	3884310.067
2534	3882616.522
2535	3882131.731
2536	3880754.95
2537	3879921.086
2538	3879920.634
2539	3879614.169
2540	3878969.389
2541	3877318.751
2542	3876174.284
2543	3874933.356
2544	3874929.676
2545	3873996.314
2546	3873235.121
2547	3871375.231
2548	3870113.312
2549	3869735.185
2550	3869731.621
2551	3869335.584
2552	3869110.385
2553	3869109.409
2554	3867531.131
2555	3867273.423
2556	3866905.315
2557	3865895.86
2558	3865496.43
2559	3864671.651
2560	3863872.905
2561	3863013.045
2562	3861272.847
2563	3860662.891
2564	3859843.322
2565	3859842.996
2566	3859507.63
2567	3859009.797
2568	3858348.596
2569	3858345.172
2570	3857590.955
2571	3857135.698
2572	3856667.179
2573	3856553.031
2574	3856242.901
2575	3854511.41
2576	3854012.37
2577	3853776.171
2578	3853406.591
2579	3853029.084
2580	3852592.141
2581	3852039.665
2582	3851309.14
2583	3848654.854
2584	3847559.103
2585	3844952.877
2586	3844673.475
2587	3844485.106
2588	3843920.226
2589	3843031.9
2590	3842163.405
2591	3841337.289
2592	3840480.314
2593	3840048.823
2594	3839357.036
2595	3838907.929
2596	3837257.346
2597	3835090.56
2598	3834040.007
2599	3832221.523
2600	3831859.579
2601	3829946.24
2602	3827550.893
2603	3826519.078
2604	3826050.203
2605	3823731.59
2606	3822459.251
2607	3822458.8
2608	3822058.945
2609	3821222.379
2610	3819567.922
2611	3818697.417
2612	3817839.023
2613	3815918.217
2614	3813860.526
2615	3813476.59
2616	3812996.22
2617	3811710.048
2618	3811402.51
2619	3811369.709
2620	3810890.498
2621	3810890.05
2622	3810590.872
2623	3810200.276
2624	3809474.609
2625	3808664.18
2626	3807221.448
2627	3806467.301
2628	3805762.193
2629	3804412.678
2630	3804312.188
2631	3803699.608
2632	3802213.049
2633	3800467.91
2634	3799077.046
2635	3798535.868
2636	3797618.798
2637	3797618.466
2638	3797617.938
2639	3795917.062
2640	3794682.344
2641	3794207.416
2642	3793307.51
2643	3792348.304
2644	3789810.546
2645	3788821.558
2646	3788532.806
2647	3787404.868
2648	3786860.559
2649	3786613.628
2650	3786102.927
2651	3786102.418
2652	3784505.853
2653	3783138.971
2654	3782103.732
2655	3780769.226
2656	3780768.736
2657	3779829.913
2658	3778326.698
2659	3778326.215
2660	3778325.74
2661	3776981.331
2662	3776100.854
2663	3775766.517
2664	3774472.741
2665	3773752.246
2666	3773090.981
2667	3771758.07
2668	3771032.663
2669	3769427.059
2670	3768511.475
2671	3767881.612
2672	3766222.044
2673	3765821.368
2674	3765171.88
2675	3763786.315
2676	3762573.465
2677	3760518.511
2678	3758774.821
2679	3758646.779
2680	3758027.415
2681	3757845.025
2682	3756777.178
2683	3756147.934
2684	3755277.693
2685	3754471.186
2686	3752942.894
2687	3750485.71
2688	3750485.302
2689	3749899.256
2690	3748731.075
2691	3748487.167
2692	3747429.739
2693	3747429.44
2694	3746458.612
2695	3746458.354
2696	3745541.588
2697	3745235.486
2698	3744498.14
2699	3742320.86
2700	3742320.462
2701	3741151.026
2702	3740469.05
2703	3739452.343
2704	3738308.81
2705	3737815.618
2706	3735311.383
2707	3735311.074
2708	3734605.653
2709	3733713.893
2710	3732343.587
2711	3731873.816
2712	3730813.27
2713	3728960.754
2714	3728640.541
2715	3728056.893
2716	3727441.378
2717	3725861.228
2718	3725259.059
2719	3724819.499
2720	3724336.364
2721	3722604.862
2722	3721472.385
2723	3721105.059
2724	3720734.923
2725	3720598.479
2726	3719215.46
2727	3718872.859
2728	3717361.377
2729	3716293.698
2730	3715325.155
2731	3713970.22
2732	3713129.27
2733	3712272.726
2734	3710910.849
2735	3710285.987
2736	3709946.39
2737	3709378.641
2738	3708957.999
2739	3706481.092
2740	3705762.236
2741	3705522.942
2742	3704855.645
2743	3703242.974
2744	3702452.074
2745	3701845.163
2746	3701393.411
2747	3700154.006
2748	3699022.365
2749	3698571.424
2750	3697385.13
2751	3696852.087
2752	3696346.604
2753	3695698.326
2754	3695283.531
2755	3692861.194
2756	3692303.611
2757	3691573.684
2758	3690801.336
2759	3690438.563
2760	3689098.94
2761	3688546.836
2762	3688152.497
2763	3687845.339
2764	3685592.759
2765	3684827.587
2766	3683713.045
2767	3683608.812
2768	3683079.224
2769	3681636.253
2770	3680312.451
2771	3679631.656
2772	3679136.554
2773	3678548.297
2774	3677847.116
2775	3677160.236
2776	3676406.839
2777	3675813.961
2778	3674540.17
2779	3673781.206
2780	3673529.003
2781	3672959.72
2782	3672334.345
2783	3671663.604
2784	3670213.101
2785	3669755.825
2786	3669333.488
2787	3668718.861
2788	3668205.693
2789	3667418.874
2790	3665779.93
2791	3665518.513
2792	3664363.599
2793	3662362.907
2794	3661944.822
2795	3661653.863
2796	3661117.988
2797	3660608.417
2798	3659931.216
2799	3659149.574
2800	3657532.855
2801	3657215.226
2802	3655802.634
2803	3654692.593
2804	3652746.451
2805	3652002.359
2806	3651198.341
2807	3650379
2808	3649680.919
2809	3648501.546
2810	3648121.089
2811	3647261.974
2812	3646988.656
2813	3646510.077
2814	3646507.632
2815	3645736.519
2816	3644968.083
2817	3644630.144
2818	3643533.441
2819	3642761.457
2820	3642760.558
2821	3640587.974
2822	3639748.021
2823	3638514.687
2824	3638142.654
2825	3637250.758
2826	3636076.123
2827	3634528.444
2828	3634131.746
2829	3634131.46
2830	3633741.1
2831	3633273.148
2832	3632920.049
2833	3632667.543
2834	3631905.953
2835	3631294.465
2836	3631291.696
2837	3630001.77
2838	3630001.461
2839	3629617.109
2840	3629195.765
2841	3628418.295
2842	3627232.657
2843	3626594.42
2844	3625952.458
2845	3624849.26
2846	3624529.797
2847	3623540.411
2848	3622812.8
2849	3622812.274
2850	3622328.875
2851	3621875.42
2852	3620995.686
2853	3620013.245
2854	3619654.853
2855	3619260.413
2856	3618169.091
2857	3617728.795
2858	3617064.444
2859	3616205.023
2860	3616201.728
2861	3615805.074
2862	3615156.053
2863	3613375.535
2864	3611722.25
2865	3611052.155
2866	3610601.402
2867	3610600.471
2868	3609833.311
2869	3609480.98
2870	3608830.626
2871	3608110.643
2872	3607724.921
2873	3606493.67
2874	3605431.732
2875	3605431.237
2876	3604376.843
2877	3603958.278
2878	3602935.925
2879	3602567.239
2880	3602566.687
2881	3602049.692
2882	3601581.188
2883	3601125.028
2884	3600409.749
2885	3599945.775
2886	3599177.102
2887	3598300.911
2888	3597447.907
2889	3596464.379
2890	3595657.646
2891	3595210.487
2892	3594260.315
2893	3593822.885
2894	3593223.328
2895	3592537.51
2896	3592111.999
2897	3591191.183
2898	3589895.346
2899	3589212.265
2900	3587257.629
2901	3587257.492
2902	3586541.707
2903	3586103.402
2904	3585497.437
2905	3584982.025
2906	3584124.72
2907	3583540.123
2908	3582553.009
2909	3582169.296
2910	3581315.796
2911	3581087.193
2912	3580199.925
2913	3579979.708
2914	3578851.051
2915	3576620.141
2916	3575772.602
2917	3573647.71
2918	3571911.363
2919	3571435.928
2920	3570635.117
2921	3570426.06
2922	3568563.827
2923	3567668.263
2924	3565753.213
2925	3565357.706
2926	3565354.908
2927	3564141.325
2928	3564115.826
2929	3563576.965
2930	3563179.68
2931	3563179.353
2932	3562847.364
2933	3562839.574
2934	3562480.304
2935	3561863.346
2936	3561849.327
2937	3561637.368
2938	3561637.013
2939	3561240.107
2940	3560544.63
2941	3559506.544
2942	3559489.569
2943	3559489.014
2944	3559488.708
2945	3559210.128
2946	3559209.716
2947	3558095.737
2948	3557459.883
2949	3557459.546
2950	3556889.124
2951	3555572.206
2952	3554912.554
2953	3554414.001
2954	3553869.372
2955	3553845.301
2956	3553129.708
2957	3553129.415
2958	3552720.051
2959	3550702.158
2960	3550460.442
2961	3549912.864
2962	3548685.877
2963	3547656.124
2964	3547242.067
2965	3546554.403
2966	3546116.41
2967	3546068.013
2968	3544972.503
2969	3544960.082
2970	3544738.635
2971	3544293.668
2972	3544290.596
2973	3543865.925
2974	3542950.68
2975	3542591.373
2976	3542027.267
2977	3541235.131
2978	3539839.43
2979	3539540.32
2980	3539103.886
2981	3537998.155
2982	3536914.42
2983	3535932.247
2984	3535931.29
2985	3535628.935
2986	3535598.584
2987	3535119.819
2988	3534559.144
2989	3533851.01
2990	3533752.952
2991	3533306.279
2992	3533238.444
2993	3532890.694
2994	3531880.66
2995	3531689.519
2996	3530947.395
2997	3530085.04
2998	3529753.627
2999	3529567.207
3000	3529566.931
3001	3527538.598
3002	3526939.827
3003	3526939.557
3004	3526073.647
3005	3524687.355
3006	3523001.27
3007	3522657.352
3008	3522657.045
3009	3522602.325
3010	3522414.766
3011	3522389.433
3012	3521603.308
3013	3520191.135
3014	3520164.605
3015	3519603.79
3016	3519400.23
3017	3518474.964
3018	3517794.863
3019	3517317.333
3020	3516655.554
3021	3516146.269
3022	3515648.384
3023	3515005.686
3024	3514369.686
3025	3513563.29
3026	3511667.114
3027	3511013.106
3028	3510654.14
3029	3509036.236
3030	3508812.84
3031	3507845.544
3032	3507186.81
3033	3506633.289
3034	3506304.011
3035	3506194.472
3036	3504912.751
3037	3504012.3
3038	3503537.434
3039	3503490.297
3040	3501974.951
3041	3501973.607
3042	3501319.168
3043	3500597.421
3044	3500594.579
3045	3500592.914
3046	3499912.188
3047	3498923.905
3048	3498602.972
3049	3498394.686
3050	3497280.993
3051	3497088.834
3052	3496102.077
3053	3495539.066
3054	3495538.804
3055	3495218.089
3056	3495217.009
3057	3494081.325
3058	3494078.282
3059	3493639.528
3060	3492469.641
3061	3491332.822
3062	3489428.866
3063	3489058.307
3064	3488642.482
3065	3488214.042
3066	3487268.744
3067	3486172.526
3068	3484480.986
3069	3484327.705
3070	3483000.138
3071	3482587.983
3072	3482197.263
3073	3481809.216
3074	3481320.874
3075	3480779.546
3076	3480779.288
3077	3480199.013
3078	3480198.513
3079	3480198.254
3080	3479798.762
3081	3479131.895
3082	3478741.328
3083	3478396.303
3084	3477225.194
3085	3477124.277
3086	3476299.652
3087	3475944.936
3088	3475130.746
3089	3474608.607
3090	3474529.334
3091	3474528.389
3092	3474061.982
3093	3473318.544
3094	3472586.876
3095	3471623.071
3096	3471493.491
3097	3471217.605
3098	3471032.307
3099	3470322.766
3100	3469754.416
3101	3469175.177
3102	3469172.448
3103	3468563.221
3104	3468453.051
3105	3467639.049
3106	3466833.922
3107	3466833.668
3108	3466766.746
3109	3466725.536
3110	3466523.538
3111	3465696.644
3112	3465303.985
3113	3464767.271
3114	3463423.555
3115	3463060.001
3116	3462071.469
3117	3461519.068
3118	3460967.989
3119	3460330.388
3120	3460040.327
3121	3459500.703
3122	3459399.719
3123	3458683.989
3124	3458243.73
3125	3457716.143
3126	3457075.893
3127	3457075.624
3128	3457024.332
3129	3456607.991
3130	3456607.738
3131	3455604.434
3132	3454634.875
3133	3454634.57
3134	3454166.605
3135	3453616.497
3136	3453616.259
3137	3453304.184
3138	3452774.197
3139	3452608.785
3140	3452099.072
3141	3451808.832
3142	3450915.919
3143	3450080.018
3144	3449978.208
3145	3449932.572
3146	3447981.739
3147	3446673.449
3148	3445945.835
3149	3445090.009
3150	3444689.926
3151	3444689.437
3152	3444562.944
3153	3444455.077
3154	3443737.954
3155	3443089.542
3156	3442808.81
3157	3442052.389
3158	3442051.514
3159	3441332.933
3160	3440980.51
3161	3440920.749
3162	3440395.577
3163	3439826.298
3164	3439708.449
3165	3439468.436
3166	3438871.386
3167	3438538.179
3168	3438454.086
3169	3438442.214
3170	3438386.938
3171	3438113.471
3172	3437298.286
3173	3437182.75
3174	3436373.599
3175	3436021.999
3176	3435762.107
3177	3435476.289
3178	3435455.915
3179	3434820.563
3180	3434808.684
3181	3434463.024
3182	3433560.738
3183	3433215.365
3184	3433214.65
3185	3432574.931
3186	3432352.272
3187	3431552.121
3188	3431203.087
3189	3430008.687
3190	3429308.178
3191	3428651.91
3192	3427895.774
3193	3427404.482
3194	3427383.529
3195	3426697.849
3196	3426303.296
3197	3425472.046
3198	3425068.453
3199	3424526.564
3200	3423761.156
3201	3423435.182
3202	3422782.18
3203	3422315.117
3204	3421583.084
3205	3420499.534
3206	3419632.443
3207	3419247.639
3208	3419072.648
3209	3418176.31
3210	3417390.031
3211	3417380.578
3212	3416731.913
3213	3416588.844
3214	3415839.813
3215	3415620.137
3216	3415094.655
3217	3415094.432
3218	3414372.493
