iter	RMSE
397	8403743.703
398	8400865.677
399	8396686.956
400	8390857.503
401	8384257.92
402	8377207.603
403	8376623.749
404	8370015.593
405	8365495.511
406	8358110.678
407	8351942.664
408	8344561.641
409	8335389.319
410	8330190.408
411	8321786.068
412	8321062.894
413	8316796.72
414	8308886.072
415	8308395.901
416	8301751.289
417	8296619.035
418	8295255.177
419	8289946.148
420	8282349.687
421	8278866.773
422	8272959.052
423	8266444.84
424	8261178.739
425	8258828.853
426	8251733.462
427	8248562.006
428	8246124.517
429	8242581.75
430	8242187.642
431	8231974.533
432	8227518.969
433	8223163.604
434	8218717.816
435	8213107.762
436	8208152.054
437	8207801.736
438	8207404.8
439	8203148.373
440	8198399.866
441	8198145.66
442	8197799.546
443	8195569.848
444	8195265.328
445	8191195.021
446	8184651.118
447	8184328.591
448	8180884.309
449	8172956.822
450	8168089.476
451	8164853.484
452	8159704.443
453	8150765.824
454	8150410.928
455	8149055.26
456	8148167.917
457	8137190.847
458	8136924.117
459	8136666.98
460	8132250.315
461	8131950.232
462	8123156.967
463	8117770.558
464	8111880.882
465	8103470.628
466	8093790.82
467	8087350.064
468	8082057.24
469	8076032.914
470	8068753.105
471	8068302.322
472	8060909.138
473	8058731.656
474	8054057.336
475	8049158.12
476	8043481.265
477	8040885.548
478	8038426.552
479	8033560.598
480	8026678.978
481	8023945.537
482	8020228.231
483	8017986.376
484	8014681.745
485	8010533.804
486	8007700.822
487	8006004.816
488	8005757.215
489	7999956.478
490	7995063.975
491	7991656.469
492	7982857.64
493	7978440.402
494	7972619.34
495	7965071.623
496	7964808.818
497	7964606.978
498	7961737.6
499	7961618.078
500	7956249.893
501	7952687.482
502	7949459.221
503	7944125.412
504	7938725.206
505	7934222.208
506	7928954.411
507	7928731.886
508	7926545.825
509	7926181.506
510	7921477.783
511	7918579.441
512	7918481.756
513	7913896.243
514	7906604.132
515	7903085.846
516	7895272.254
517	7891576.915
518	7890080.115
519	7889880.98
520	7885341.813
521	7883120.442
522	7878195.149
523	7876667.476
524	7871772.283
525	7866938.131
526	7864805.148
527	7859737.479
528	7855046.602
529	7854915.532
530	7849751.918
531	7847863.607
532	7845641.518
533	7835180.025
534	7830801.692
535	7830650.661
536	7830474.216
537	7826567.976
538	7819167.163
539	7819067.259
540	7815611.668
541	7815448.126
542	7811778.907
543	7802680.973
544	7795364.018
545	7791137.656
546	7785416.986
547	7782188.369
548	7780986.242
549	7780882.95
550	7773787.257
551	7773672.155
552	7768320.667
553	7762180.771
554	7758595.851
555	7748662.814
556	7748542.767
557	7743120.855
558	7735810.715
559	7726110.002
560	7725977.998
561	7720256.711
562	7720121.34
563	7712407.719
564	7702783.385
565	7702480.465
566	7694743.162
567	7694587.881
568	7691246.664
569	7691099.906
570	7683360.268
571	7679153.447
572	7675206.41
573	7675072.727
574	7666376.344
575	7666295.774
576	7660923.24
577	7660799.808
578	7660595.455
579	7649893.813
580	7644166.367
581	7636957.376
582	7636836.477
583	7628811.747
584	7625429.028
585	7620969.063
586	7618342.477
587	7618228.102
588	7617368.408
589	7611841.259
590	7611747.631
591	7607127.843
592	7605070.327
593	7603936.66
594	7598998
595	7598870.93
596	7598343.551
597	7591888.526
598	7589290.126
599	7587746.493
600	7587608.819
601	7580334.146
602	7580230.928
603	7570836.482
604	7567176.59
605	7567061.867
606	7565485.051
607	7563557.035
608	7553235.992
609	7549543.938
610	7549498.089
611	7542985.03
612	7542737.33
613	7542645.219
614	7536097.262
615	7530018.97
616	7527067.297
617	7524237.803
618	7524161.997
619	7514699.068
620	7512938.43
621	7508839.026
622	7505450.547
623	7503897.197
624	7498211.957
625	7494143.28
626	7494053.377
627	7492873.196
628	7491838.876
629	7489319.335
630	7489215.792
631	7487259.786
632	7482617.847
633	7472774.245
634	7472355.138
635	7464785.778
636	7463572.328
637	7463479.87
638	7457708.285
639	7456565.043
640	7456497.175
641	7450301.224
642	7450216.541
643	7443961.677
644	7437406.334
645	7431181.715
646	7424412.492
647	7417846.453
648	7412605.452
649	7410884.42
650	7403532.719
651	7397297.019
652	7397191.023
653	7393987.642
654	7392062.603
655	7390200.173
656	7385136.179
657	7378310.381
658	7377454.719
659	7370389.683
660	7368765.465
661	7363709.884
662	7360657.475
663	7353848.093
664	7351012.419
665	7350923.85
666	7348704.152
667	7346428.658
668	7341432.234
669	7330566.902
670	7325823.985
671	7325767.055
672	7325186.81
673	7324821.72
674	7324068.219
675	7322442.218
676	7320661.166
677	7314134.777
678	7310026.022
679	7304898.515
680	7303490.287
681	7302314.422
682	7295565.419
683	7288950.43
684	7286066.242
685	7281160.71
686	7274827.783
687	7269545.934
688	7260465.343
689	7253998.064
690	7252320.522
691	7250091.35
692	7243668.428
693	7242257.278
694	7236728.065
695	7235108.592
696	7228186.671
697	7227072.809
698	7219781.484
699	7211433.303
700	7205153.186
701	7203752.587
702	7201671.423
703	7195654.971
704	7189577.336
705	7188504.413
706	7186307.272
707	7185633.727
708	7180329.022
709	7176374.908
710	7171019.802
711	7164747.731
712	7163429.95
713	7160691.228
714	7157505.59
715	7149150.116
716	7148505.206
717	7147653.922
718	7142448.533
719	7141065.519
720	7134337.022
721	7134268.864
722	7131512.648
723	7124267.576
724	7121836.457
725	7120783.058
726	7116054.465
727	7109928.055
728	7109408.687
729	7103639.777
730	7103575.297
731	7096988.04
732	7095808.291
733	7092960.236
734	7086813.868
735	7077614.063
736	7077502.653
737	7075530.856
738	7072223.863
739	7071060.636
740	7070103.694
741	7063561.862
742	7063459.523
743	7058510.023
744	7056137.312
745	7050095.837
746	7047330.568
747	7045289.441
748	7045232.009
749	7042189.798
750	7041255.738
751	7033494.579
752	7032580.773
753	7027710.15
754	7025067.573
755	7016714.321
756	7012620.439
757	7011735.725
758	7003427.008
759	6999051.615
760	6998673.907
761	6997218.515
762	6992372.421
763	6990025.512
764	6986044.197
765	6982475.741
766	6982439.677
767	6979791.147
768	6975234.741
769	6971287.986
770	6970732.299
771	6969855.044
772	6967603.791
773	6962949.963
774	6957008.843
775	6953393.88
776	6948783.24
777	6947208.729
778	6941385.189
779	6937755.742
780	6935378.448
781	6929842.056
782	6924950.191
783	6917277.675
784	6912854.025
785	6908537.425
786	6903928.409
787	6902614.541
788	6900925.244
789	6898954.521
790	6896226.942
791	6891778.181
792	6891696.844
793	6891649.031
794	6888805.307
795	6886760.062
796	6884989.001
797	6884462.375
798	6883973.084
799	6881914.951
800	6879141.295
801	6876090.057
802	6872076.93
803	6871738.778
804	6871520.999
805	6871307.232
806	6868812.884
807	6864122.17
808	6862141.079
809	6859351.809
810	6859104.936
811	6853994.005
812	6848770.702
813	6845676.866
814	6842224.034
815	6836887.625
816	6834860.547
817	6834718.463
818	6832681.547
819	6828504.209
820	6824397.393
821	6821702.865
822	6819479.58
823	6812172.933
824	6807307.592
825	6802294.476
826	6800466.114
827	6798269.281
828	6793126.588
829	6787271.161
830	6782919.718
831	6782724.026
832	6777456.798
833	6775425.595
834	6773423.162
835	6771074.95
836	6765945.488
837	6764086.532
838	6756607.797
839	6747421.955
840	6742255.033
841	6740309.94
842	6737767.958
843	6732339.551
844	6728351.989
845	6725997.334
846	6722716.988
847	6716510.088
848	6711757.324
849	6705703.674
850	6701500.433
851	6699015.945
852	6692558.332
853	6690288.127
854	6686183.369
855	6684288.571
856	6681748.273
857	6674444.187
858	6671128.819
859	6669059.04
860	6664050.51
861	6658292.648
862	6656795.563
863	6655104.36
864	6650647.419
865	6644561.195
866	6638175.45
867	6638122.453
868	6633192.519
869	6630342.816
870	6630222.147
871	6624242.411
872	6620431.594
873	6615858.829
874	6613609.6
875	6605292.887
876	6604374.156
877	6602541.765
878	6598976.518
879	6598858.229
880	6595129.258
881	6593127.701
882	6588853.372
883	6584902.831
884	6579043.094
885	6574822.632
886	6573384.16
887	6568123.289
888	6563190.552
889	6561274.701
890	6557455.958
891	6557335.897
892	6553721.893
893	6548541.97
894	6544657.84
895	6542591.829
896	6538809.534
897	6536484.568
898	6532635.062
899	6528848.199
900	6525122.756
901	6523718.448
902	6523453.897
903	6521583.237
904	6516733.792
905	6513959.931
906	6512878.561
907	6511226.021
908	6509013.824
909	6505613.319
910	6501393.283
911	6496255.264
912	6494858.751
913	6492558.456
914	6491585.134
915	6489773.265
916	6487351.641
917	6484683.743
918	6482075.748
919	6481955.09
920	6478924.226
921	6471075.336
922	6468713.977
923	6468661.993
924	6465466.706
925	6465276.75
926	6462356.926
927	6458200.33
928	6457079.971
929	6456966.26
930	6456145.041
931	6456029.753
932	6454456.551
933	6453071.604
934	6447647.708
935	6441739.307
936	6440234.594
937	6438454.528
938	6430833.405
939	6428001.457
940	6427889.86
941	6424938.359
942	6422376.969
943	6414907.227
944	6407479.538
945	6407362.234
946	6400110.994
947	6395456.276
948	6395348.685
949	6392664.024
950	6385946.744
951	6383107.484
952	6382932.533
953	6380647.449
954	6380534.653
955	6377022.383
956	6372855.154
957	6365845.932
958	6365679.341
959	6361912.472
960	6354880.442
961	6353331.4
962	6346662.916
963	6343576.466
964	6342151.576
965	6342062.697
966	6340218.875
967	6340131.428
968	6333313.761
969	6333150.63
970	6326471.492
971	6326311.716
972	6320227.095
973	6313688.535
974	6310585.727
975	6305261.776
976	6302358.246
977	6302202.727
978	6302050.276
979	6299784.418
980	6295808.339
981	6293118.516
982	6293036.821
983	6292956.542
984	6287003.556
985	6280695.8
986	6276980.156
987	6273823.371
988	6267485.378
989	6267339.119
990	6262313.769
991	6262168.853
992	6255994.392
993	6250958.184
994	6248039.001
995	6245811.872
996	6243217.879
997	6240730.925
998	6238532.741
999	6238393.613
1000	6236002.307
1001	6230326.072
1002	6229723.992
1003	6225727.381
1004	6225591.708
1005	6218234.17
1006	6215346.366
1007	6214033.884
1008	6213241.931
1009	6212606.281
1010	6207809.129
1011	6206722.139
1012	6206076.885
1013	6203890.769
1014	6200586.665
1015	6200020.398
1016	6196808.907
1017	6194567.113
1018	6193067.406
1019	6189938.363
1020	6184044.69
1021	6178503.798
1022	6176444.122
1023	6176364.24
1024	6173694.846
1025	6171472.454
1026	6169017.084
1027	6166566.963
1028	6165310.99
1029	6160532.141
1030	6158365.553
1031	6156722.959
1032	6152780.225
1033	6150124.092
1034	6149382.926
1035	6148832.471
1036	6145388.349
1037	6142655.316
1038	6136263.331
1039	6134161.063
1040	6134145.305
1041	6129815.544
1042	6126909.268
1043	6125037.284
1044	6122991.878
1045	6121657.908
1046	6119622.399
1047	6118847.673
1048	6114471.155
1049	6112657.519
1050	6112085.596
1051	6107423.191
1052	6106634.205
1053	6103566.142
1054	6099873.131
1055	6098713.132
1056	6096642.533
1057	6094617.674
1058	6094499.713
1059	6090433.274
1060	6088453.324
1061	6084865.253
1062	6083058.832
1063	6079094.223
1064	6076900.508
1065	6075800.279
1066	6073923.229
1067	6072264.763
1068	6069501.158
1069	6068017.876
1070	6067279.713
1071	6063724.821
1072	6060266.284
1073	6058661.948
1074	6054357.296
1075	6053055.626
1076	6048145.963
1077	6044743.562
1078	6042429.898
1079	6040587.798
1080	6040511.672
1081	6039504.056
1082	6038381.764
1083	6036782.036
1084	6036702.08
1085	6035150.822
1086	6030946.415
1087	6027998.507
1088	6024324.001
1089	6022651.691
1090	6021119.593
1091	6019464.241
1092	6018420.202
1093	6016708.125
1094	6014547.43
1095	6013486.891
1096	6013418.914
1097	6013346.115
1098	6013086.941
1099	6009310.531
1100	6007021.861
1101	6004843.365
1102	6003337.785
1103	6003267.37
1104	6001927.792
1105	6000351.094
1106	6000278.384
1107	5997624.652
1108	5995697.549
1109	5992411.781
1110	5990462.917
1111	5986637.659
1112	5982749.617
1113	5982686.87
1114	5982624.926
1115	5978629.373
1116	5976320.498
1117	5974768.26
1118	5973398.57
1119	5971150.457
1120	5969673.714
1121	5965639.472
1122	5963616.889
1123	5960401.707
1124	5958586.438
1125	5956607.149
1126	5955005.886
1127	5951731.188
1128	5949649.78
1129	5946876.99
1130	5944855.341
1131	5942335.817
1132	5939253.952
1133	5936468.979
1134	5934532.377
1135	5932774.881
1136	5931031.235
1137	5929069.507
1138	5929004.151
1139	5928939.624
1140	5926822.125
1141	5925093.688
1142	5922082.781
1143	5920393.403
1144	5918671.976
1145	5916796.857
1146	5915919.48
1147	5912684.105
1148	5910651.422
1149	5907380.087
1150	5904047.059
1151	5901458.994
1152	5897045.247
1153	5895549.408
1154	5894617.39
1155	5893290.238
1156	5892147.864
1157	5887734.456
1158	5885835.994
1159	5883654.718
1160	5881266.188
1161	5877843.044
1162	5875649.361
1163	5873334.369
1164	5871068.378
1165	5868861.14
1166	5867117.033
1167	5865037.195
1168	5861877.164
1169	5859049.258
1170	5856901.726
1171	5854130.028
1172	5853033.609
1173	5850971.23
1174	5847956.338
1175	5844749.916
1176	5843542.138
1177	5840507.658
1178	5837872.637
1179	5836334.739
1180	5833200.015
1181	5830857.54
1182	5829472.283
1183	5827541.575
1184	5826304.629
1185	5824336.733
1186	5821367.958
1187	5819220.268
1188	5818207.764
1189	5818146.814
1190	5817095.15
1191	5815959.187
1192	5814726.02
1193	5812707.494
1194	5809533.779
1195	5808569.567
1196	5804835.462
1197	5802470.887
1198	5800020.287
1199	5797064.801
1200	5796776.653
1201	5794381.865
1202	5790864.878
1203	5787242.45
1204	5784129.653
1205	5782272.352
1206	5781311.343
1207	5778191.966
1208	5776263.073
1209	5773213.06
1210	5772136.463
1211	5771223.214
1212	5769986.951
1213	5769930.192
1214	5768385.689
1215	5767194.916
1216	5763668.687
1217	5761171.055
1218	5758824.374
1219	5757577.307
1220	5754480.037
1221	5750823.563
1222	5747027.939
1223	5743754.712
1224	5740345.007
1225	5737391.726
1226	5736293.385
1227	5735407.092
1228	5733810.845
1229	5730784.832
1230	5729743.563
1231	5728039.713
1232	5725148.916
1233	5723564.805
1234	5721769.46
1235	5720712.195
1236	5718407.828
1237	5715934.383
1238	5712779.588
1239	5711756.843
1240	5709754.314
1241	5708623.323
1242	5707022.409
1243	5706077.193
1244	5702008.518
1245	5699459.482
1246	5698364.067
1247	5696484.668
1248	5695364.865
1249	5693113.124
1250	5692031.797
1251	5689088.96
1252	5687247.012
1253	5683460.426
1254	5680404.577
1255	5679100.044
1256	5677440.112
1257	5675213.837
1258	5673109.789
1259	5671332.645
1260	5668238.427
1261	5665439.285
1262	5665239.623
1263	5663368.633
1264	5662479.218
1265	5661290.432
1266	5659376.193
1267	5657499.997
1268	5656468.324
1269	5653540.804
1270	5650028.772
1271	5645981.265
1272	5644952.535
1273	5640991.269
1274	5637380.806
1275	5636220.406
1276	5635099.066
1277	5631590.053
1278	5630677.347
1279	5627998.741
1280	5624905.531
1281	5624862.053
1282	5624350.884
1283	5623211.757
1284	5621252.723
1285	5619329.296
1286	5616582.023
1287	5613531.579
1288	5611996.785
1289	5609115.228
1290	5607976.206
1291	5605854.259
1292	5603155.167
1293	5601586.294
1294	5599424.533
1295	5598321.683
1296	5596815.522
1297	5594895.431
1298	5590482.931
1299	5586954.415
1300	5583545.533
1301	5579766.699
1302	5578866.978
1303	5578013.636
1304	5576015.268
1305	5573892.346
1306	5570445.794
1307	5567804.515
1308	5567012.367
1309	5564410.769
1310	5563310.836
1311	5559763.196
1312	5557712.773
1313	5556613.355
1314	5552765.889
1315	5550601.565
1316	5547137.262
1317	5544648.993
1318	5543426.15
1319	5540902.311
1320	5538126.357
1321	5535648.603
1322	5533143.258
1323	5530821.288
1324	5527901.982
1325	5526640.48
1326	5523572.327
1327	5521166.337
1328	5519182.506
1329	5515640.668
1330	5513138.86
1331	5511630.043
1332	5508611.916
1333	5505301.942
1334	5501372.732
1335	5499135.36
1336	5494523.181
1337	5492850.41
1338	5490999.21
1339	5490174.197
1340	5487877.944
1341	5485553.295
1342	5484190.234
1343	5482613.835
1344	5480560.824
1345	5478765.726
1346	5476122.973
1347	5470965.676
1348	5467913.939
1349	5465641.544
1350	5461842.331
1351	5459573.306
1352	5456734.872
1353	5454610.637
1354	5452457.664
1355	5449556.207
1356	5448560.216
1357	5446389.099
1358	5444563.186
1359	5443615.829
1360	5441461.238
1361	5439708.558
1362	5438020.167
1363	5436544.452
1364	5434589.052
1365	5433075.372
1366	5430236.546
1367	5426232.456
1368	5422534.988
1369	5419972.055
1370	5417063.266
1371	5415346.54
1372	5413195.884
1373	5410665.613
1374	5408439.852
1375	5405283.737
1376	5402495.371
1377	5400827.741
1378	5396677.572
1379	5393947.986
1380	5390990.482
1381	5388960.603
1382	5386391.051
1383	5384255.963
1384	5382683.044
1385	5380650.153
1386	5377045.296
1387	5375367.813
1388	5373203.734
1389	5372801.004
1390	5369370.351
1391	5366287.102
1392	5362192.59
1393	5359103.441
1394	5357155.516
1395	5353703.503
1396	5350412.769
1397	5349394.866
1398	5347235.51
1399	5346271.82
1400	5342972.334
1401	5340345.256
1402	5335507.266
1403	5333816.759
1404	5331566.427
1405	5329985.951
1406	5329198.307
1407	5327783.295
1408	5324800.915
1409	5323137.203
1410	5321733.501
1411	5320218.17
1412	5317418.576
1413	5314597.593
1414	5313561.521
1415	5310296.349
1416	5307304.024
1417	5305021.835
1418	5303294.105
1419	5300360.948
1420	5299107.553
1421	5297168.156
1422	5294194.721
1423	5292686.13
1424	5289846.131
1425	5288528.965
1426	5287009.315
1427	5284440.001
1428	5281393.975
1429	5280651.323
1430	5277697.016
1431	5274079.106
1432	5272535.471
1433	5270148.346
1434	5268223.224
1435	5266569.623
1436	5265801.726
1437	5263534.677
1438	5260808.368
1439	5258910.179
1440	5257159.51
1441	5254415.53
1442	5253819.745
1443	5250343.566
1444	5247938.244
1445	5246052.086
1446	5244628.089
1447	5242516.102
1448	5238779.963
1449	5235582.104
1450	5232379.187
1451	5229720.829
1452	5228514.956
1453	5226070.233
1454	5224700.33
1455	5221898.811
1456	5219090.544
1457	5218182.856
1458	5216149.039
1459	5214768.561
1460	5211545.298
1461	5209801.888
1462	5208286.971
1463	5206203.127
1464	5205425.216
1465	5202024.145
1466	5200660.459
1467	5199852.331
1468	5196689.628
1469	5196020.931
1470	5193331.446
1471	5191374.06
1472	5188768.648
1473	5187280.854
1474	5185174.214
1475	5184080.752
1476	5182246.831
1477	5180215.386
1478	5176944.119
1479	5173933.834
1480	5170778.67
1481	5167684.65
1482	5166482.022
1483	5165428.219
1484	5163567.136
1485	5160988.08
1486	5159045.66
1487	5156714.206
1488	5155012.078
1489	5153904.313
1490	5152399.472
1491	5150376.303
1492	5149515.481
1493	5147607.288
1494	5146140.285
1495	5143183.556
1496	5140673.845
1497	5138988.803
1498	5137448.209
1499	5136599.374
1500	5133805.511
1501	5132797.343
1502	5131853.4
1503	5129768.077
1504	5128394.393
1505	5127706.842
1506	5125417.113
1507	5123532.216
1508	5122048.189
1509	5119794.132
1510	5118037.309
1511	5115243.316
1512	5114409.255
1513	5112068.393
1514	5109006.648
1515	5107125.281
1516	5106300.72
1517	5104242.127
1518	5103036.117
1519	5101744.2
1520	5101016.348
1521	5098882.482
1522	5096173.008
1523	5094689.529
1524	5094044.839
1525	5091953.22
1526	5091273.634
1527	5089506.817
1528	5087257.034
1529	5087116.819
1530	5086616.685
1531	5085790.843
1532	5083235.752
1533	5082287.83
1534	5081888.88
1535	5079261.695
1536	5077017.486
1537	5074738.613
1538	5073932.89
1539	5072142.371
1540	5069214.57
1541	5067428.633
1542	5065212.919
1543	5063021.66
1544	5060592.042
1545	5059590.599
1546	5058302.197
1547	5057359.276
1548	5056950.582
1549	5054971.151
1550	5053865.063
1551	5052493.44
1552	5051663.893
1553	5050550.485
1554	5047690.819
1555	5044882.697
1556	5043721.198
1557	5042327.199
1558	5040933.426
1559	5039332.108
1560	5038423.636
1561	5036508.587
1562	5034712.661
1563	5032022.406
1564	5030286.083
1565	5029148.682
1566	5026634.683
1567	5025655.517
1568	5023851.459
1569	5021876.727
1570	5019949.765
1571	5018576.543
1572	5018270.302
1573	5017262.498
1574	5015685.321
1575	5013303.397
1576	5010382.802
1577	5009420.188
1578	5007394.041
1579	5004465.258
1580	5003076.805
1581	5001390.636
1582	4999678.892
1583	4996871.522
1584	4994957.94
1585	4993817.09
1586	4991003.609
1587	4989459.627
1588	4988302.659
1589	4985179.957
1590	4983383.128
1591	4981748.347
1592	4979184.663
1593	4977136.028
1594	4975483.609
1595	4973187.209
1596	4971059.359
1597	4968355.823
1598	4965616.461
1599	4963319.913
1600	4961707.472
1601	4960017.777
1602	4957343.846
1603	4954717.169
1604	4952996.141
1605	4950431.36
1606	4949355.843
1607	4948317.373
1608	4946403.316
1609	4943820.628
1610	4941009.926
1611	4938028.369
1612	4936713.1
1613	4935053.125
1614	4934056.476
1615	4931916.658
1616	4930730.945
1617	4929789.896
1618	4928441.343
1619	4926405.068
1620	4923793.546
1621	4921588.692
1622	4919595.375
1623	4917653.765
1624	4915894.27
1625	4915055.725
1626	4913494.153
1627	4912662.903
1628	4910231.892
1629	4908683.368
1630	4907113.036
1631	4904508.034
1632	4903271.037
1633	4902514.645
1634	4900717.874
1635	4898886.783
1636	4896952.974
1637	4895396.871
1638	4893431.073
1639	4890562.698
1640	4888007.818
1641	4886281.221
1642	4884988.8
1643	4882800.951
1644	4882009.168
1645	4880171.566
1646	4878205.968
1647	4877386.693
1648	4875766.926
1649	4874741.607
1650	4873339.331
1651	4872140.89
1652	4870127.757
1653	4868409.035
1654	4866695.961
1655	4864993.129
1656	4863822.352
1657	4862086.965
1658	4860564.015
1659	4859341.679
1660	4857818.186
1661	4856451.293
1662	4855490.048
1663	4853262.815
1664	4851788.786
